avg_acc,best_acc,avg_prec,best_prec,step,time
0.5345686327672984,0.595098053707796,0.09730572803088963,0.31961737195318546,0,5516
0.6184705945078612,0.7637254773986105,0.123653550792716,0.3702891092731277,1,7474
0.6779215747558822,0.7637254773986105,0.14842626072274176,0.3702891092731277,2,9227
0.6929607909821413,0.7637254773986105,0.16827711728187303,0.3702891092731277,3,10884
0.698607845377104,0.7637254773986105,0.1999183814294803,0.3702891092731277,4,12361
0.6999411758283773,0.7637254773986105,0.22322307319364246,0.3702891092731277,5,13920
0.7168823514306076,0.7637254773986105,0.2463761539678353,0.3702891092731277,6,15613
0.7214117625250535,0.7539215637188331,0.2660112455498949,0.37187618004245593,7,17204
0.7241764663644866,0.8029411645496592,0.2814423878615689,0.3864814354893322,8,19544
0.7305490132243027,0.7068627511753754,0.3025732201507317,0.38961193408887906,9,21368
0.7369607759801781,0.7068627511753754,0.3168061413304791,0.38961193408887906,10,23127
0.7355686163639322,0.7068627511753754,0.330188838403705,0.38961193408887906,11,24254
0.7321372436828475,0.7745097858064315,0.3480811395242175,0.39664551042213364,12,25526
0.7439999858450657,0.828431386573642,0.3633573250444966,0.46097635989502744,13,26745
0.7633333170729526,0.828431386573642,0.3731294640723831,0.46097635989502744,14,27798
0.7701568472058165,0.8372549099080704,0.3793366418406539,0.4702135679729069,15,28920
0.7697646921393918,0.8372549099080704,0.3819096747492182,0.4702135679729069,16,30055
0.7686470449555155,0.8372549099080704,0.38343381963786477,0.4702135679729069,17,31153
0.7694901831781162,0.8372549099080704,0.3848101228233396,0.4702135679729069,18,32285
0.7680784193090365,0.8372549099080704,0.3865364710957251,0.4702135679729069,19,33339
0.7681764599096542,0.8372549099080704,0.38809332997309093,0.4702135679729069,20,34399
0.7682745027507052,0.8490196221015033,0.39317201732594226,0.4746647844121401,21,35491
0.7688627410075243,0.8490196221015033,0.3959979522654243,0.4746647844121401,22,36539
0.7693137235816788,0.8490196221015033,0.39918633789177205,0.4746647844121401,23,37891
0.7737843155042797,0.8637254880923851,0.40534487378208645,0.4711573929539384,24,39127
0.7750588293987163,0.8637254880923851,0.4108385839478536,0.4711573929539384,25,40323
0.7828235363784958,0.8637254880923851,0.41487372791653987,0.4711573929539384,26,41482
0.7880196148332428,0.8637254880923851,0.4187896612640221,0.4711573929539384,27,42753
0.7926470667299103,0.8637254880923851,0.42171384700705544,0.4711573929539384,28,44102
0.7998627504823256,0.8637254880923851,0.42405502492089203,0.4711573929539384,29,46153
0.8052549088994663,0.8637254880923851,0.42911248160576826,0.4711573929539384,30,47467
0.8093137323564175,0.8637254880923851,0.4310882178151487,0.4711573929539384,31,48917
0.8130784395687719,0.8637254880923851,0.4345026472117814,0.4711573929539384,32,50786
0.8199803995268017,0.8637254880923851,0.43923738065344364,0.4711573929539384,33,52497
0.8229019685527856,0.8637254880923851,0.44305038923804657,0.4711573929539384,34,54008
0.8261568698228574,0.8656862810546277,0.44541610391987974,0.47407396568334187,35,55681
0.8316078488557948,0.8656862810546277,0.4503616148927535,0.47407396568334187,36,57742
0.8378039302545436,0.8656862810546277,0.45799423885695667,0.47407396568334187,37,59894
0.8428431476097481,0.8656862810546277,0.46229521823862746,0.47407396568334187,38,62444
0.8466666770390436,0.8656862810546277,0.4658402959954964,0.47407396568334187,39,65688
0.8504313838306596,0.8656862810546277,0.4701810918625559,0.47407396568334187,40,69006
0.8520980511985574,0.8656862810546277,0.47143633437166643,0.47407396568334187,41,71871
0.8534705990961955,0.8656862810546277,0.4718039492018314,0.47407396568334187,42,74888
0.8546274615795005,0.8656862810546277,0.4725252565538999,0.47407396568334187,43,78019
0.855392168111661,0.8656862810546277,0.4726339306950842,0.47407396568334187,44,81337
0.8563529529583219,0.8656862927418129,0.4724085468451398,0.48943330688180486,45,85216
